ABATE
SLOTH
SLOTHFUL
SLUG
SLUGGISH
SORROW
SORRY
STALE
STARVATION
STARVE
STRAGGLE
STRAGGLER
STRICKEN
STRIFE
SUBJECTION
SUBJUGATE
SUBJUGATION
SUBMISSIVE
SUBSERVIENCE
SUCCUMB
SUCKER
SUFFER
SUFFERER
SUFFOCATE
SUPERFICIAL
SUSCEPTIBLE
TENSION
TIRED
TRAMP
TRIVIAL
UNACCUSTOMED
UNARM
UNDEPENDABILITY
UNDEPENDABLE
UNEASY
UNEMPLOYED
UNFAITHFUL
UNFAMILIAR
UNFIT
UNFORTUNATE
UNGUARDED
UNHEALTHY
UNINFORMED
UNLUCKY
UNRELIABILITY
UNRELIABLE
UNSCRUPULOUS
UNSOUND
UNSTABLE
UNSTEADINESS
UNSTEADY
UNSUCCESSFUL
UNTRAINED
UPSET
VAGABOND
VAGRANT
VAGUE
VAGUENESS
WANTON
WASTE
WAYWARD
WEAKEN
WEARINESS
WEARISOME
WEE
WHINE
WORRIER
WORRY
WORSEN
